City,num_accidents
Unity,94
Harpers Ferry,94
Durand,94
Sumterville,94
Turbotville,94
New Salem,94
Firth,94
Ludlow,93
Newtonville,93
Mars,93
Mount Hope,93
Shalimar,93
Kernville,93
Steamboat Springs,93
Grand Forks,93
Haskell,93
Woodhaven,93
West Terre Haute,93
Dorris,93
Inglis,93
Blacklick,93
Duquesne,93
East Taunton,93
Kildeer,93
International Falls,93
Abilene,93
Holladay,93
Tenmile,93
Menahga,93
Indian Rocks Beach,92
Hidden Valley Lake,92
Assonet,92
Pilot Mountain,92
Lindstrom,92
Coleman,92
Marble Falls,92
Big Pine Key,92
Early Branch,92
Avila Beach,92
Granada,92
Peridot,92
Eldred,92
Delavan,92
Ridge,92
White,92
Sterrett,92
Westwego,92
Cohasset,92
Inlet Beach,92
Hoover,92
Waddell,92
Patton,92
Goode,92
Summit Argo,92
Gardners,92
Malden,92
Tunnel Hill,92
Farmersville,92
Paynes Creek,92
Maiden,92
Glen Carbon,91
Graysville,91
Friedens,91
Pattersonville,91
Grottoes,91
Parksley,91
Nunica,91
Saltsburg,91
Grassflat,91
Lake Katrine,91
Ellensburg,91
Crowley,91
White Pine,91
Sneads,91
Montevallo,91
Whitney Point,91
Amboy,91
Elmendorf,91
Alum Bank,91
Reelsville,91
Bulls Gap,91
East New Market,91
Wilkes-Barre,91
North Franklin,90
Paxinos,90
Rimforest,90
Neola,90
Fort Garland,90
Flat Top,90
Wellesley,90
Deer Island,90
Metter,90
Corpus Christi,90
St Helena,90
Casmalia,90
Shady Cove,90
Mount Gilead,90
Mickleton,90
Adelphi,90
Mc Connells,90
North Lima,90
James Creek,90
Nazareth,90
Newfield,90
Termo,90
Fruitland Park,89
Northborough,89
Conifer,89
Elm City,89
Sheffield,89
Oracle,89
Mill City,89
Saint Francis,89
Point Arena,89
Lake Village,89
Hummelstown,89
Pacheco,89
Creola,89
Lorida,89
Mchenry,89
Storrs Mansfield,89
South Rockwood,89
Coconut Creek,89
Severna Park,89
Prewitt,89
Happy Camp,89
Battle Lake,89
Bird In Hand,88
Washington Boro,88
Carver,88
Saint Martinville,88
Sunrise,88
Panorama City,88
Pontiac,88
Penn Laird,88
Henning,88
Toquerville,88
Hurlock,88
Normal,88
Renovo,88
Teterboro,88
Nanty Glo,88
Gilberts,87
Clint,87
Slatington,87
Wareham,87
Crystal Lake,87
Midpines,87
Mascoutah,87
Santa Rosa Valley,87
Fairland,87
Boligee,87
Temple City,87
Earlham,87
Lacombe,87
Pecos,87
Audubon,87
Taylors Falls,87
Pine River,87
Norton,86
Terra Ceia,86
Malden Bridge,86
Toccoa,86
Seeley Lake,86
Genesee,86
Gore,86
Bondurant,86
Register,86
Tryon,86
Edon,86
Luther,86
Wabasha,86
New Galilee,86
Champions Gate,86
Jal,86
Newton Falls,86
Epping,86
Teec Nos Pos,86
Bokeelia,85
Graceville,85
Roseau,85
Searcy,85
Joanna,85
Potter Valley,85
White Sulphur Springs,85
Tobaccoville,85
Niota,85
McAdoo,85
Bourbonnais,85
Eastaboga,85
Maryville,85
Ostrander,85
Skyforest,85
Lotus,85
Comptche,85
Unionville,85
Waldwick,85
Lowndesboro,85
Lemon Cove,85
Moundville,85
Mount Pleasant Mills,85
Whitehouse Station,84
Cordele,84
Melvindale,84
North Hampton,84
West Wendover,84
Callao,84
Cedar Glen,84
Plaistow,84
Claysburg,84
Sidman,84
Dennison,84
Platina,84
Mapleton Depot,84
Concho,84
Olyphant,84
Bates,84
Waldron,84
Statesboro,84
East Walpole,84
Wyandanch,84
Silt,84
Elk Mound,84
Pikeville,84
Norris,84
Fort Ripley,84
Wingdale,83
McKeesport,83
Coupeville,83
Johnsonburg,83
Stilesville,83
Pinnacle,83
Picacho,83
Plover,83
Tillson,83
West Fargo,83
Newmanstown,83
Waycross,83
Eatonton,83
Rose Hill,83
Northridge,83
Long Pond,83
O'Fallon,83
Johns Island,83
Bloomingburg,83
Hunker,82
Austerlitz,82
Riverwoods,82
Gallitzin,82
Delran,82
Randleman,82
Lovelock,82
La Junta,82
Taberg,82
Lookout,82
West Alexander,82
Winkelman,82
Hudson Falls,82
Belle Glade,82
Thompsons Station,82
Falls Creek,82
Three Springs,82
Harrington,82
Mountainside,82
Steele,82
Diberville,82
Apison,82
Harwinton,82
Hiram,82
New Hope,82
Bolivar,82
West Park,82
Leslie,82
Spring Hope,82
Scarbro,82
Gladys,82
Natrona Heights,81
Cobb,81
Lodge,81
Mountain Iron,81
Beatty,81
Pepperell,81
Leicester,81
Pacific Junction,81
Mt Kisco,81
Lordsburg,81
McDonald,81
Waubun,81
Camillus,81
Garnett,81
Lakemoor,81
Tillman,81
Aspen,81
Fuquay-Varina,81
Wewahitchka,81
Mckeesport,81
East Palo Alto,81
Bouse,81
Pass Christian,81
Hannacroix,81
Locust Fork,80
Altha,80
El Portal,80
Dingmans Ferry,80
Goochland,80
Clarks Hill,80
Pine Plains,80
Cinnaminson,80
Upper Merion,80
Isanti,80
Bass Lake,80
Eufaula,80
Continental Divide,80
Forks,80
Rhoadesville,80
Dripping Springs,80
Danielson,80
Putnam,80
Wirtz,80
Fort Stockton,80
Emporium,80
Dutton,80
West Creek,80
Callaway,80
Lake Ariel,80
Eads,80
Plattsburgh,80
Rehoboth Beach,80
Ball Ground,79
Gate City,79
Maringouin,79
Dolan Springs,79
Northeast Dallas,79
Newfoundland,79
Cusseta,79
Oriskany,79
Lufkin,79
Millstone Township,79
Hanson,79
Moncure,79
Kayenta,79
Browning,79
Donaldson,79
Carbon Hill,79
Kasota,79
Nebo,79
Saxton,79
South Portland,79
Peachtree Corners,78
Rockmart,78
Washington Township,78
Westcliffe,78
Silverthorne,78
Smiths Station,78
Nedrow,78
Paragould,78
Eglin Air Force Base,78
Twain,78
Great River,78
Raritan,78
Smithville,78
Oakville,78
Olympic Valley,78
Warroad,78
Bloomsbury,78
Glennville,78
Sapulpa,78
Oak Ridge,78
Alcoa,78
Champlain,78
Ponce De Leon,78
Scipio,78
Liberty Hill,77
Okemos,77
Jellico,77
Trona,77
Garryowen,77
Scotch Plains,77
De Witt,77
Summerhill,77
Olivet,77
Russell,77
Lonsdale,77
Tucumcari,77
Volcano,77
South Yarmouth,77
Hayfield,77
Thorndale,77
Culloden,77
Hadley,77
Mt Jackson,77
Redfield,77
Whiteville,77
Battleboro,77
Manchester Township,77
Fiddletown,76
Fieldale,76
Cotopaxi,76
Talmage,76
Candor,76
Wyalusing,76
Center Point,76
Henefer,76
Dos Rios,76
Ivor,76
West Olive,76
Walden,76
Zelienople,76
Lake Hopatcong,76
Mohnton,76
Kings Park,76
Elk,76
Floyds Knobs,76
Cabin Creek,76
Alexander,76
Blomkest,76
Percival,76
Vinemont,76
Castleberry,76
Hanksville,76
Palos Verdes Peninsula,75
Westover,75
Miller Place,75
Knapp,75
Gallatin,75
Durhamville,75
Diamond Point,75
Croton On Hudson,75
Seven Valleys,75
White Oak,75
New Bethlehem,75
Yadkinville,75
San Joaquin,75
Cisco,75
Woodville,75
Corinth,75
Lilly,75
Orchard Park,75
Skykomish,75
Menlo,75
Stokesdale,75
Lester Prairie,75
Carlin,75
Brookwood,75
Nelson,75
Bryson City,75
Kanarraville,75
Burgettstown,75
Notasulga,75
Bal Harbour,75
Erwin,75
Elba,75
Queens,74
Fallentimber,74
Sigurd,74
Osterburg,74
Springerville,74
Garvin,74
Jacobson,74
Cheswick,74
Unityville,74
Hanahan,74
Zumbro Falls,74
Franklinton,74
Cantua Creek,74
Sinclair,74
Plympton,74
White Post,74
Franklin Square,74
Lewes,74
Lynn Haven,74
El Reno,74
Mexico,74
Slingerlands,74
Connellsville,74
Beavertown,74
Ruby,74
Peoa,74
Jonesburg,74
Greenfield Center,74
Ehrhardt,74
California,74
Wood Ridge,73
Hinton,73
Scottsboro,73
Claremore,73
Guadalupe,73
Roundup,73
Collingswood,73
Pawcatuck,73
North Bellmore,73
Hainesville,73
Ashley,73
Cook,73
Kittery,73
Escalante,73
Mexican Hat,73
Faber,73
Malad City,73
San Jacinto,73
Lapeer,73
Hoodsport,73
White Stone,73
Shasta Lake,73
Verndale,73
Port Washington,73
Aspers,73
North Dartmouth,73
Rimersburg,73
Cubero,73
Parachute,73
Langlois,73
Walnut Ridge,73
Minnesota City,73
Turner,73
Andersonville,72
Pegram,72
Grantham,72
Topping,72
Sunman,72
Tahoe Vista,72
Aylett,72
Pisgah Forest,72
North Las Vegas,72
Westhampton Beach,72
Youngtown,72
Elmo,72
Dunnsville,72
Red Lodge,72
District 5,72
Stephentown,72
Airville,72
Holtwood,72
Cordesville,72
Williamson,72
Dairy,72
Mountain Brk,72
Rincon,72
Trinity Center,72
Hydesville,72
Proviso,72
Oregonia,72
East Falmouth,72
Whitethorn,72
Sprakers,72
Casper,72
Argusville,72
Port Murray,71
Union Pier,71
Dateland,71
Rocky Top,71
Walnut Cove,71
O Neals,71
Kanab,71
Fraziers Bottom,71
Belcamp,71
Wills Point,71
Powder Springs,71
Manson,71
West Frankfort,71
Fellows,71
Gramercy,71
Lawtey,71
Five Points,71
Brookland,71
New Ellenton,71
Hurley,71
Gurley,71
Muncy Valley,71
Evans,71
Ebro,71
Barhamsville,71
Clarkesville,71
Quitman,71
Rio Dell,71
Blossburg,71
Cocoa Beach,70
Lisbon,70
Biddeford,70
Virginia Gardens,70
Laconia,70
Upper Chichester,70
Linville,70
Chilcoot,70
Ahoskie,70
Frederica,70
Great Lakes,70
Stormville,70
Heath,70
Oregon House,70
Winnebago,70
Indio,70
Cross Junction,70
Miramonte,70
Hurricane Mills,70
River Edge,70
Walnut Bottom,70
Blackwater,70
Mc Ewen,70
Imbler,70
Elizabeth City,70
Indiana,70
Far Rockaway,70
Kenneth City,70
Schellsburg,70
Dysart,70
Buffalo Junction,70
Tiller,70
Rough And Ready,69
Crofton,69
Cairo,69
Hinesville,69
Cornersville,69
Hartland,69
The Sea Ranch,69
Mount Sinai,69
Destrehan,69
Ephraim,69
Princess Anne,69
Atco,69
Saint Clairsville,69
Metropolis,69
Perdido,69
Broadview Heights,69
Bancroft,69
North Baltimore,69
Menasha,69
Meadville,69
Rhododendron,69
New Virginia,68
West Yarmouth,68
East Sandwich,68
Joseph City,68
Big Bar,68
Scottdale,68
Old Mill Creek,68
Dwight,68
Muir Beach,68
Lunenburg,68
St Stephen,68
Roggen,68
Wilsons,68
Brunson,68
Beckwourth,68
Bethel Island,68
Frackville,68
Maple Park,68
Anthony,68
Willingboro,68
Haslet,68
Yarmouth,68
Mount Croghan,68
Lake Mills,68
Swoope,68
Browns Summit,68
Hahira,68
Rosebud,68
Geneseo,68
Welsh,68
Davidsville,68
Pocono Summit,68
Twin Falls,68
Zuni,68
Mount Prospect,67
Luling,67
Cove,67
Haubstadt,67
Canyon Creek,67
Belt,67
Thurman,67
Fort Payne,67
Matamoras,67
Crystal Springs,67
Attica,67
King Hill,67
West Hollywood,67
Winthrop Harbor,67
Glen St Mary,67
Moline,67
Youngwood,67
West Salem,67
Alpha,67
Orleans,67
Guthrie,67
Kingsley,67
Pine Valley,66
Munster,66
Carnation,66
Ashford,66
Grants,66
Shady Spring,66
Nevis,66
East Nassau,66
Standish,66
Middlebury Center,66
Paris,66
Genoa,66
Holland Patent,66
Accomac,66
Mosinee,66
Valley Grove,66
Ashaway,66
Sewaren,66
Gouldsboro,66
Duffield,66
Mc Kenzie,66
Hamlet,66
Parkers Prairie,66
Fruitland,66
Ramseur,66
Hartsel,66
Orderville,66
Conrad,66
Campo,66
Dunellen,66
Glenhaven,66
North Chelmsford,66
Rebersburg,66
Pittsville,66
Thaxton,66
Centennial,66
Croton-on-Hudson,66
Coxsackie,66
Volborg,66
Marshalltown,66
Capron,65
Stanfordville,65
Sealy,65
New Caney,65
Berrien Springs,65
Guntersville,65
Sanibel,65
Yarnell,65
Botkins,65
Strattanville,65
Church Road,65
Steinhatchee,65
Greenlawn,65
Saugatuck,65
Pomona Park,65
Cedar Bluff,65
English,65
Columbia City,65
Dobbins,65
Ewing,65
North Providence,65
Luthersburg,65
McKenney,65
Eaton Rapids,65
Evington,65
Axton,65
Page,65
Mason City,65
Taylor Mill,65
Nauvoo,65
Chesterland,65
United States Air Force Academy,65
Fish Camp,65
Montara,64
Cos Cob,64
Maple Lake,64
Nunnelly,64
Woodland Park,64
Gibsland,64
Harwich,64
Big Spring,64
Wright,64
Athena,64
Glens Falls,64
Lame Deer,64
Aguanga,64
Finleyville,64
Proctor,64
Manti,64
Ash Grove,64
Kaibeto,64
Upper Macungie,64
Landing,64
Atglen,64
Grady,64
Crittenden,64
Surry,64
Elwood,64
Farragut,64
Bryan,64
Exmore,64
Rossville,64
Dansville,64
Hixton,64
Bucyrus,64
Oro Valley,64
Kimberly,64
Braham,64
Cool Ridge,64
Randallstown,63
Plum Branch,63
Eastport,63
Newington,63
Port Trevorton,63
North Mankato,63
New Bloomfield,63
Durango,63
Declo,63
New Tripoli,63
Lytle Creek,63
Lawton,63
Yakima,63
Poway,63
Agate,63
Green Isle,63
Westley,63
Brimfield,63
Grand Meadow,63
Glenns Ferry,63
Ritzville,63
Evergreen Park,63
Frostproof,63
Poughquag,63
Swainsboro,63
Dubuque,63
Dimondale,63
Gloucester Point,63
Oakman,63
Candia,63
Stoneville,63
Only,63
Alamosa,63
Strawberry Plains,63
Richlands,63
Schoolcraft,63
East Granby,63
Bear Mountain,63
Brevard,63
Sloan,63
Elmira,63
Prince Frederick,63
Feura Bush,62
Lincoln University,62
Leavenworth,62
Pauma Valley,62
Mukilteo,62
Glen Oaks,62
Eastlake,62
Big Bend,62
Elkwood,62
Lyle,62
Ballantine,62
Clarklake,62
Mont Clare,62
Harlan,62
Barneveld,62
Sopchoppy,62
Dragoon,62
Hartman,62
Westerly,62
Cape Canaveral,62
Pinconning,62
Evansdale,62
Malone,62
Mashpee,62
Hayneville,62
Manila,62
Hunt Valley,62
Butte Falls,62
San Anselmo,62
St Marys,62
Truman,62
Coeburn,62
Coventry,61
Point of Rocks,61
Versailles,61
Beebe,61
Indian Head,61
Malaga,61
Treasure Island,61
Rindge,61
Fairmount City,61
Petal,61
Ulysses,61
Mad River,61
Sand Springs,61
Center City,61
Van Dyne,61
Tappan,61
South Hackensack,61
Meredith,61
Bellemont,61
Eclectic,61
Barksdale AFB,61
Oak Run,61
Byfield,61
Braidwood,61
Mcclellan,61
Highspire,61
Roebling,61
Manzanola,61
Madisonburg,61
Prospect Park,60
Craig,60
Hoffman,60
Avalon-Mulat,60
Pound Ridge,60
Marshville,60
Lubbock,60
Tinton Falls,60
Jermyn,60
Pottersville,60
Granite Canon,60
Summer Lake,60
South Weymouth,60
Chualar,60
Waupaca,60
Wildersville,60
Hiko,60
Pennington Gap,60
Iron Station,60
Johannesburg,60
Mt Joy,60
Lula,60
Igo,60
Pengilly,60
Clarkfield,60
Elizaville,60
Center Moriches,60
Twinsburg,60
Newburyport,60
Meeker,60
Siloam Springs,60
Alvin,59
Woodacre,59
Staatsburg,59
Medical Lake,59
Monongahela,59
Elburn,59
Melissa,59
Pharr,59
Wooster,59
Vallecito,59
Chunchula,59
California City,59
Southeast Marin,59
Millmont,59
Watkinsville,59
Middle Village,59
Millersburg,59
Kennedale,59
Schurz,59
Hooversville,59
Kingdom City,59
Ringoes,59
Brogue,59
Manteno,59
Tallulah,59
Woodlawn,59
Glyndon,59
Montello,59
Cross City,59
Andalusia,59
Jesup,59
Tomales,59
Mendon,59
Marseilles,59
Spencerville,59
Alameda,59
Accident,59
Radnor,59
Freeman,59
House Springs,59
Durant,59
Vernon Center,59
Rathdrum,59
Shoreham,58
Keymar,58
Freeland,58
Ramer,58
Welches,58
Jenkinsville,58
Wauseon,58
Forest Lakes,58
Dolphin,58
Mansfield Center,58
South Houston,58
Fairmount,58
Columbiana,58
Topaz,58
Crescent Springs,58
Albemarle,58
Northome,58
Tukwila,58
Ironton,58
Trumann,58
Askov,58
Waterfall,58
Pamplin,58
Prole,58
Bixby,58
Glade Hill,58
Justin,58
Sanders,58
High Hill,58
Alexander City,58
Tijeras,58
Lake Lillian,58
Madison Lake,58
Ault,58
Rison,58
Lago Vista,57
Napoleon,57
Shinglehouse,57
Ferrum,57
North Grosvenordale,57
Jarrell,57
Rough and Ready,57
Oil City,57
Roaring Branch,57
Kilmarnock,57
Karthaus,57
Hamel,57
Surfside Beach,57
Las Animas,57
Lake Barrington,57
Winsted,57
Glenshaw,57
Pennsville,57
Wetmore,57
Seven Springs,57
Barto,57
Hyndman,57
Nesmith,57
Picayune,57
West Liberty,57
Crimora,57
Lilliwaup,56
Grayson,56
Canfield,56
Archbold,56
Manasquan,56
Rossford,56
Lomira,56
McLeansville,56
Owego,56
Galeton,56
Cuervo,56
Cotulla,56
Mount Jewett,56
Far Hills,56
Upperco,56
Madeira Beach,56
Tivoli,56
Brownstown,56
Lanett,56
Hannibal,56
Park Valley,56
Greens Fork,56
Melfa,56
Tonto Basin,56
Tahoma,56
Wurtsboro,56
Sylvester,56
Pittsfield,56
Onarga,56
Goldfield,56
Rileyville,56
Garrett,56
Covert,56
Wynantskill,56
Green Brook,56
Citrus Springs,56
Hague,56
Bono,56
Red Hill,55
East Quogue,55
Sabina,55
Milner,55
Mauston,55
Rockwell,55
Arab,55
Eastman,55
McCleary,55
Swarthmore,55
Celina,55
Manalapan,55
Highland Home,55
Sellers,55
Mound House,55
Blackduck,55
Hawick,55
Lostine,55
Davis Creek,55
Mattoon,55
Saylorsburg,55
Veradale,55
West Wareham,55
Sabillasville,55
Kawkawlin,55
Albertson,55
Happy Jack,55
Woodstown,55
Eldridge,55
Grimesland,55
Hensley,55
Tappen,55
Eureka Springs,55
Somerdale,54
Brooklet,54
Hallstead,54
Boaz,54
Currie,54
New Gloucester,54
Hammett,54
Onley,54
Sixes,54
Point Mugu Nawc,54
Montezuma,54
Bolivia,54
Mt Juliet,54
Saegertown,54
Eudora,54
Altura,54
Brewerton,54
White Pigeon,54
Mcdonough,54
Fork,54
Kinderhook,54
Minneola,54
Lucerne Valley,54
Colona,54
Voorheesville,54
Depew,54
Arch Cape,54
Black Hawk,54
Dove Creek,54
Minot,54
Saint James City,54
New Brighton,54
Sigel,54
Jensen,54
Selbyville,54
Charlo,54
Rush Valley,53
Hustontown,53
Dix,53
Pagosa Springs,53
Brian Head,53
Brady,53
Middle Grove,53
Broadus,53
Kent City,53
Lakeway,53
Hainesport,53
Tenino,53
Chinle,53
Iron,53
Ashtabula,53
Dutch John,53
Centre,53
Grundy,53
Moselle,53
Loma,53
Spanishburg,53
Butte City,53
Bryn Athyn,53
Kennewick,53
Kulpsville,53
Tar Heel,53
Chinook,53
Drewryville,53
Veedersburg,53
Hat Creek,53
Cosmos,53
Fort Duchesne,53
Dravosburg,53
Neelyton,53
Elberta,53
Collins,53
Ford,53
Yacolt,53
Kenna,53
Nathalie,53
Ogallala,53
Kermit,53
Blue Jay,52
Ashton,52
North Barrington,52
Goreville,52
Islandton,52
Torrey,52
Collinston,52
Island Park,52
Shallotte,52
Crow Agency,52
East Hanover,52
Mastic Beach,52
Washington Court House,52
Fleming,52
Fort McCoy,52
Hosford,52
Whaleyville,52
Loyalton,52
Allyn,52
Brookeville,52
Hope Valley,52
Howes Cave,52
Clifton Heights,52
Millersport,52
Buhl,52
Leeper,52
Overgaard,52
Lockwood,52
Peterborough,52
Sylacauga,52
Browns Mills,52
Galax,52
Blue Ash,52
Edinboro,52
Florahome,52
Cokato,52
Grover,52
Bay Harbor Islands,52
Bliss,52
Amawalk,52
Bird in Hand,52
Saint Amant,52
North Creek,52
Algonquin,51
Birchwood,51
Fulda,51
Volant,51
Tallmadge,51
Jenks,51
Mifflin,51
Riegelwood,51
Isle,51
Power,51
Salix,51
Clarksboro,51
Wilkesboro,51
Bumpass,51
La Jara,51
Stanhope,51
Palm Springs,51
Blandford,51
Corsicana,51
Vivian,51
Zirconia,51
Willow Hill,51
Barney,51
Cyclone,51
Starbuck,51
American Falls,51
Amelia,51
Duvall,51
Beechgrove,51
Purcell,51
Warba,51
Dammeron Valley,51
Folcroft,51
McDermitt,51
Ovid,51
Heyburn,51
Spring House,50
Dalmatia,50
Sprague,50
Warrendale,50
Brandy Station,50
Garibaldi,50
Orrtanna,50
Orbisonia,50
Keystone Heights,50
Tazewell,50
Mabel,50
Angora,50
Mahnomen,50
Ismay,50
Homer City,50
East Patchogue,50
Round Mountain,50
Center Hill,50
Cornelia,50
Campton,50
Sandwich,50
Schriever,50
Minnesota Lake,50
Dowagiac,50
Desert Center,50
Green Sulphur Springs,50
West Milford,50
Leesport,50
Great Meadows,50
Holly Ridge,50
North Royalton,50
Duke Center,50
Oakfield,50
Narrows,50
Southborough,50
Fulks Run,50
Conowingo,50
Idyllwild,50
South Vienna,50
Millburn,50
Rappahannock Academy,50
Pocono Lake,50
Oak Hall,50
Hitchcock,50
Horton,50
Strongstown,50
Ironside,50
Gillette,49
Rock Falls,49
Berkley,49
Howard Lake,49
Hermantown,49
Belden,49
Occoquan,49
Watford City,49
West Fork,49
Whiteford,49
Peninsula,49
Hawthorn Woods,49
Sand Lake,49
Mackinaw,49
Camp Douglas,49
Guin,49
Frankford,49
Elbow Lake,49
Solway,49
North Scituate,49
Loogootee,49
Goodhue,49
Bond,49
Lost Creek,49
Conestoga,49
Killen,49
Farnham,49
Luxora,49
Cadiz,49
Folkston,49
Waller,48
Crete,48
Clare,48
Hartfield,48
Aguilar,48
Morning View,48
Gleneden Beach,48
Yucca,48
Zieglerville,48
Newport Coast,48
Washington Twp,48
Rootstown,48
Port Clinton,48
Imler,48
Shirleysburg,48
Epes,48
Mount Lemmon,48
Spout Spring,48
Southern Pines,48
Fosston,48
Blauvelt,48
Colonie,48
Haddon Township,48
Rock Island,48
Mt Sidney,48
Whittington,48
Chittenango,48
Nicktown,48
Ridgely,48
North Bayside,48
Machesney Park,48
Paxton,48
Esperance,48
Yanceyville,48
Autaugaville,48
Greenland,48
New Wilmington,48
Huddleston,48
Nappanee,48
Skaneateles,48
Westland,47
Schnecksville,47
Hickory Grove,47
Pinetta,47
Balaton,47
Vesta,47
Kneeland,47
Isabella,47
Chugwater,47
East Dublin,47
Avella,47
Bodega,47
Hiawatha,47
Mc Sherrystown,47
McCormick,47
Putney,47
North Bay Village,47
Cornville,47
Grifton,47
Kennebunk,47
Saint Thomas,47
Eagle Bridge,47
West Augusta,47
Berkeley Springs,47
Stonyford,47
Tekonsha,47
Due West,47
Schoharie,47
Mattituck,47
Womelsdorf,47
Raiford,47
Brattleboro,47
Bremo Bluff,47
Badger,47
Dupo,47
Pompton Plains,47
Estes Park,47
Wadesboro,47
Wartrace,47
Wolf Point,47
Rutland,46
Plantersville,46
Harrison City,46
Shannon,46
Ellisville,46
Sharon Hill,46
Mineral Wells,46
Gilford,46
Rougemont,46
Drakes Branch,46
Swan River,46
Renville,46
Union Mills,46
Lorain,46
Luna Pier,46
Newbury,46
Okawville,46
Waunakee,46
Derrick City,46
Lake Jackson,46
Thibodaux,46
South Dennis,46
Ellenboro,46
Cannon Beach,46
Concrete,46
Baskerville,46
Boulevard,46
Sussex,46
Fredericktown,46
Green Valley Lake,46
Moultrie,46
Supply,46
Bryceville,46
Etowah,46
Bricelyn,46
Cimarron,46
Higginsville,46
Tenafly,46
Constantine,46
Berry,46
Big Stone Gap,46
Atalissa,46
Van Wert,46
Cassville,46
Sun Lakes,46
Pinecrest,46
Corry,46
Grandin,46
Salado,45
Greenvale,45
Temperanceville,45
North Plainfield,45
Poestenkill,45
Cashiers,45
Autryville,45
Stewart,45
Brocton,45
Marcellus,45
Webster City,45
Iowa Falls,45
Reynolds,45
Fall City,45
Towaco,45
Egan,45
Thorsby,45
Lanesboro,45
Bigelow,45
Castlewood,45
Bryantown,45
Oskaloosa,45
Cudahy,45
Parsonsburg,45
Toughkenamon,45
Cement City,45
Ashland City,45
Baudette,45
Shasta,45
Swisshome,45
Lawley,45
Pearisburg,45
Longville,45
Richardton,45
Dulzura,44
Vandergrift,44
Sag Harbor,44
Saint Augusta,44
Delaware Water Gap,44
Van Horn,44
Honey Grove,44
Churubusco,44
South and East Osceola,44
Deep River,44
Nevada,44
Ehrenberg,44
Soddy-Daisy,44
Mineral Point,44
Pleasant Dale,44
Elbridge,44
Cato,44
St Clair,44
Lake Grove,44
Windcrest,44
Sunset Valley,44
Denison,44
La Jose,44
Simsbury,44
Water Mill,44
East Carbon,44
Arabi,44
Gordon,44
West Milton,44
Long Lake,44
Fordyce,44
West End,44
North Vernon,44
Cecil,44
Eden Valley,44
Bay St Louis,44
Rushville,44
Bena,44
Chapmanville,44
Waban,43
Le Mars,43
Croydon,43
Cold Spring Harbor,43
Peshastin,43
Cranberry Twp,43
Robersonville,43
Eastland,43
Gilmore,43
